srcIp,dstIp,dstPort,proto,duration,fwdPackets,bwdPackets,fwdBytes,bwdBytes,iatStd,fwdHeaderBytes,bwdHeaderBytes,label
192.168.10.5,OTHER,443,6,3,1,1,1,0,0,7,3,1
192.168.10.19,OTHER,443,6,11,0,0,0,0,6,7,3,1
192.168.10.8,OTHER,443,6,10,0,1,2,0,1,7,3,1
192.168.10.5,OTHER,443,6,19,0,0,0,0,6,7,3,1
192.168.10.9,OTHER,80,6,0,0,0,2,0,0,7,3,1
192.168.10.12,OTHER,443,6,16,0,1,9,0,2,7,3,1
192.168.10.25,OTHER,443,6,6,0,1,2,0,2,7,3,1
192.168.10.15,OTHER,443,6,12,1,1,2,0,3,7,4,1
192.168.10.9,OTHER,80,6,11,0,0,3,0,3,7,3,1
192.168.10.8,OTHER,443,6,0,0,1,2,0,0,7,3,1
192.168.10.19,OTHER,80,6,6,0,0,0,0,4,7,3,1
192.168.10.25,192.168.10.3,53,17,1,0,0,0,0,0,7,3,1
192.168.10.9,192.168.10.3,53,17,4,0,0,0,0,4,7,3,1
192.168.10.25,OTHER,80,6,5,0,0,2,0,3,7,3,1
192.168.10.17,OTHER,443,6,17,0,0,4,0,3,7,3,1
192.168.10.16,OTHER,443,6,14,0,1,1,0,4,7,3,1
192.168.10.15,OTHER,443,6,13,0,0,1,0,3,7,3,1
192.168.10.16,OTHER,80,6,19,0,1,4,0,2,7,3,1
192.168.10.14,OTHER,443,6,19,0,0,1,0,2,7,3,1
192.168.10.9,OTHER,OTHER,17,0,0,0,0,0,0,7,3,1
192.168.10.12,OTHER,OTHER,6,0,0,0,0,0,0,7,3,1
192.168.10.8,OTHER,80,6,2,0,0,0,0,2,7,3,1
OTHER,192.168.10.16,OTHER,6,2,0,0,0,0,0,7,3,1
192.168.10.51,OTHER,80,6,4,0,0,0,0,0,7,3,1
192.168.10.9,OTHER,80,6,15,1,1,10,0,1,7,4,1
192.168.10.12,OTHER,80,6,16,1,1,1,1,1,7,4,1
192.168.10.50,192.168.10.14,OTHER,6,0,0,0,0,0,0,7,3,1
192.168.10.25,OTHER,443,6,0,0,0,2,0,0,7,3,1
192.168.10.25,OTHER,443,6,7,3,4,4,3,0,9,6,1
192.168.10.14,OTHER,80,6,4,0,0,1,0,3,7,3,1
192.168.10.15,OTHER,443,6,5,0,0,2,0,2,7,3,1
192.168.10.16,OTHER,443,6,14,0,0,0,0,4,7,3,1
192.168.10.16,OTHER,80,6,8,0,1,2,0,1,7,4,1
192.168.10.9,OTHER,80,6,17,0,0,2,0,4,7,3,1
192.168.10.25,OTHER,443,6,7,0,0,0,0,10,7,3,1
192.168.10.51,OTHER,80,6,13,0,0,0,0,4,7,3,1
192.168.10.15,OTHER,443,6,11,0,0,1,0,6,7,3,1
192.168.10.50,192.168.10.3,OTHER,6,14,0,0,2,0,5,7,3,1
192.168.10.8,OTHER,443,6,7,0,0,1,0,5,7,3,1
192.168.10.17,OTHER,443,6,7,0,0,0,0,4,7,3,1
192.168.10.15,OTHER,443,6,12,0,1,3,0,1,7,3,1
192.168.10.9,OTHER,80,6,17,1,1,3,1,1,7,4,1
192.168.10.25,OTHER,443,6,2,0,0,0,0,2,7,3,1
192.168.10.14,OTHER,443,6,19,0,0,0,0,6,7,3,1
192.168.10.14,192.168.10.3,OTHER,6,6,0,0,3,0,4,7,3,1
192.168.10.50,172.16.0.1,OTHER,6,4,0,0,2,0,3,7,3,1
192.168.10.19,OTHER,80,6,19,1,1,3,1,1,7,4,1
192.168.10.51,OTHER,443,6,8,0,0,1,0,2,7,3,1
192.168.10.19,OTHER,80,6,18,0,1,2,0,2,7,4,1
192.168.10.25,OTHER,443,6,12,0,0,2,0,6,7,3,1
192.168.10.12,OTHER,80,6,12,0,0,1,0,3,7,3,1
192.168.10.14,OTHER,80,6,6,0,0,0,0,4,7,3,1
192.168.10.9,OTHER,80,6,15,0,1,1,0,2,7,3,1
192.168.10.15,OTHER,80,6,19,1,1,13,1,1,7,4,1
192.168.10.51,OTHER,443,6,0,2,3,1,2,0,8,5,1
192.168.10.8,OTHER,443,6,18,0,1,3,0,4,7,3,1
192.168.10.19,OTHER,443,6,18,1,1,4,0,2,7,4,1
192.168.10.25,OTHER,443,6,6,0,0,5,0,1,7,3,1
192.168.10.14,192.168.10.3,53,17,14,0,0,0,0,12,7,3,1
192.168.10.15,OTHER,80,6,2,0,0,3,0,1,7,3,1
192.168.10.15,OTHER,443,6,17,0,0,4,0,8,7,3,1
192.168.10.50,172.16.0.1,OTHER,6,10,0,0,0,0,11,7,3,1
192.168.10.19,OTHER,443,6,13,0,1,3,0,2,7,3,1
192.168.10.15,OTHER,443,6,5,0,0,0,0,3,7,3,1
192.168.10.50,192.168.10.3,OTHER,6,7,0,0,3,0,3,7,3,1
192.168.10.25,192.168.10.3,53,17,4,0,0,0,0,5,7,3,1
192.168.10.51,OTHER,443,6,17,0,0,4,0,3,7,3,1
192.168.10.9,OTHER,80,6,15,0,0,7,0,1,7,3,1
192.168.10.16,OTHER,443,6,10,0,0,0,0,9,7,3,1
192.168.10.12,OTHER,80,6,8,0,1,3,0,1,7,3,1
192.168.10.17,OTHER,443,6,19,1,1,4,0,2,7,3,1
OTHER,192.168.10.51,OTHER,0,0,0,0,0,0,0,7,3,1
192.168.10.12,OTHER,443,6,6,0,0,2,0,1,7,3,1
192.168.10.14,OTHER,443,6,3,0,0,1,0,1,7,3,1
192.168.10.5,OTHER,443,6,17,1,1,3,0,2,7,3,1
OTHER,192.168.10.14,OTHER,6,0,0,0,7,0,0,7,3,1
192.168.10.14,OTHER,443,6,13,0,0,1,0,10,7,3,1
192.168.10.25,OTHER,OTHER,6,1,0,0,0,0,0,7,3,1
192.168.10.14,OTHER,443,6,10,0,0,3,0,4,7,3,1
192.168.10.8,OTHER,443,6,5,0,0,1,0,1,7,3,1
192.168.10.19,OTHER,443,6,19,0,0,3,0,5,7,3,1
192.168.10.25,192.168.10.3,OTHER,6,11,0,0,3,0,4,7,3,1
192.168.10.5,OTHER,443,6,5,0,0,0,0,0,7,3,1
192.168.10.14,OTHER,443,6,16,0,0,2,0,12,7,3,1
192.168.10.16,OTHER,443,6,12,2,3,3,2,0,8,6,1
192.168.10.14,OTHER,80,6,6,0,0,1,0,2,7,3,1
192.168.10.15,OTHER,443,6,0,2,3,4,2,0,8,5,1
192.168.10.14,OTHER,443,6,2,0,1,3,0,0,7,3,1
192.168.10.14,OTHER,443,6,19,1,1,3,0,1,7,4,1
192.168.10.8,OTHER,443,6,12,0,0,2,0,5,7,3,1
192.168.10.17,OTHER,443,6,19,0,0,2,0,6,7,3,1
192.168.10.17,OTHER,443,6,13,0,0,1,0,4,7,3,1
192.168.10.17,OTHER,443,6,12,0,0,1,0,3,7,3,1
192.168.10.16,OTHER,443,6,8,0,0,1,0,3,7,3,1
192.168.10.5,OTHER,443,6,19,1,1,4,0,4,7,3,1
192.168.10.8,OTHER,443,6,13,0,0,0,0,9,7,3,1
192.168.10.19,OTHER,443,6,19,1,1,6,0,1,7,4,1
192.168.10.19,OTHER,443,6,18,0,0,1,0,5,7,3,1
192.168.10.8,OTHER,443,6,19,0,0,5,0,5,7,3,1
192.168.10.14,OTHER,80,6,16,0,1,1,0,5,7,3,1
OTHER,192.168.10.12,OTHER,6,0,1,1,12,0,0,7,3,1
192.168.10.14,OTHER,443,6,1,0,1,8,0,0,7,3,1
192.168.10.50,192.168.10.9,OTHER,6,0,0,0,0,0,0,7,3,1
192.168.10.5,OTHER,80,6,8,0,0,0,0,8,7,3,1
192.168.10.19,OTHER,443,6,13,2,3,2,2,0,8,6,1
192.168.10.51,OTHER,80,6,19,1,1,1,1,1,7,4,1
192.168.10.16,OTHER,443,6,18,1,1,3,1,3,7,4,1
192.168.10.5,OTHER,443,6,10,0,0,1,0,7,7,3,1
192.168.10.14,OTHER,80,6,4,0,0,8,0,1,7,3,1
192.168.10.16,OTHER,443,6,19,1,2,4,2,1,7,5,1
192.168.10.15,OTHER,80,6,15,0,0,0,0,4,7,3,1
192.168.10.5,OTHER,443,6,18,1,1,5,0,4,7,3,1
192.168.10.15,OTHER,80,6,9,0,0,6,0,3,7,3,1
192.168.10.19,OTHER,443,6,5,0,0,0,0,6,7,3,1
192.168.10.9,OTHER,443,6,19,0,1,0,0,1,7,3,1
192.168.10.8,OTHER,443,6,6,0,0,1,0,5,7,3,1
192.168.10.9,OTHER,443,6,4,0,0,1,0,0,7,3,1
192.168.10.5,OTHER,443,6,1,0,1,2,0,0,7,3,1
192.168.10.16,OTHER,123,17,11,0,0,0,0,10,7,3,1
192.168.10.12,OTHER,80,6,3,0,0,2,0,0,7,3,1
192.168.10.12,OTHER,443,6,18,1,1,1,0,2,7,3,1
192.168.10.19,OTHER,443,6,6,0,1,3,0,1,7,3,1
192.168.10.8,OTHER,80,6,19,0,0,2,0,2,7,3,1
192.168.10.15,OTHER,80,6,3,5,5,5,4,0,10,7,1
192.168.10.14,OTHER,443,6,13,0,0,2,0,6,7,3,1
192.168.10.5,OTHER,443,6,11,0,1,1,0,1,7,3,1
192.168.10.14,OTHER,443,6,18,0,0,5,0,6,7,3,1
192.168.10.5,OTHER,80,6,6,0,0,0,0,10,7,3,1
192.168.10.9,OTHER,443,6,8,0,0,3,0,2,7,3,1
192.168.10.8,OTHER,443,6,2,0,0,4,0,0,7,3,1
192.168.10.51,OTHER,443,6,11,0,0,1,0,6,7,3,1
192.168.10.16,OTHER,443,6,8,0,0,2,0,3,7,3,1
192.168.10.14,OTHER,80,6,3,1,1,1,1,0,7,4,1
192.168.10.25,OTHER,443,6,10,0,0,1,0,8,7,3,1
192.168.10.14,OTHER,443,6,13,1,1,6,1,1,7,4,1
192.168.10.5,OTHER,443,6,14,0,0,4,0,4,7,3,1
192.168.10.16,192.168.10.3,53,17,7,0,0,0,0,7,7,3,1
192.168.10.15,OTHER,443,6,8,1,1,3,0,1,7,3,1
192.168.10.5,OTHER,443,6,6,0,0,0,0,0,7,3,1
192.168.10.8,OTHER,80,6,7,0,0,2,0,3,7,3,1
192.168.10.25,192.168.10.3,53,17,17,0,0,0,0,15,7,3,1
192.168.10.9,OTHER,80,6,4,0,0,3,0,3,7,3,1
192.168.10.19,OTHER,443,6,3,0,0,3,0,0,7,3,1
192.168.10.51,OTHER,443,6,5,0,0,2,0,1,7,3,1
192.168.10.15,OTHER,443,6,6,0,0,1,0,2,7,3,1
192.168.10.15,OTHER,443,6,19,1,2,2,1,1,7,4,1
192.168.10.8,OTHER,80,6,3,0,0,1,0,2,7,3,1
192.168.10.12,OTHER,OTHER,17,6,0,0,1,0,4,7,3,1
192.168.10.8,OTHER,80,6,9,1,2,4,1,0,7,4,1
192.168.10.19,OTHER,443,6,18,1,2,4,1,1,8,5,1
192.168.10.16,OTHER,443,6,6,1,1,1,1,1,7,4,1
192.168.10.14,OTHER,443,6,10,0,1,1,0,2,7,3,1
192.168.10.51,OTHER,80,6,3,0,1,2,0,0,7,4,1
192.168.10.17,OTHER,80,6,6,0,0,2,0,1,7,3,1
192.168.10.16,192.168.10.3,53,17,5,0,0,0,0,5,7,3,1
192.168.10.12,OTHER,443,6,0,0,0,0,0,1,7,3,1
192.168.10.15,OTHER,443,6,13,1,1,2,1,1,7,4,1
192.168.10.50,192.168.10.3,OTHER,6,13,0,0,4,0,3,7,3,1
192.168.10.12,OTHER,80,6,1,0,0,1,0,0,7,3,1
192.168.10.14,OTHER,443,6,3,0,0,2,0,1,7,3,1
192.168.10.8,OTHER,443,6,19,0,0,0,0,6,7,3,1
192.168.10.15,OTHER,80,6,16,0,0,0,0,4,7,3,1
192.168.10.15,OTHER,80,6,13,1,1,1,0,1,7,3,1
192.168.10.15,OTHER,443,6,19,1,2,4,1,3,7,4,1
192.168.10.50,172.16.0.1,OTHER,6,4,0,0,4,0,4,7,3,1
192.168.10.19,OTHER,80,6,17,0,0,3,0,4,7,3,1
192.168.10.12,OTHER,443,6,5,0,0,0,0,6,7,3,1
192.168.10.15,OTHER,443,6,9,1,1,3,1,1,7,4,1
192.168.10.9,OTHER,443,6,14,0,0,4,0,4,7,3,1
192.168.10.12,OTHER,443,6,18,1,2,3,1,1,7,4,1
192.168.10.50,OTHER,OTHER,17,0,0,0,1,0,0,7,3,1
192.168.10.51,OTHER,443,6,14,0,0,7,0,3,7,3,1
192.168.10.25,OTHER,443,6,0,1,1,1,0,0,7,4,1
192.168.10.14,OTHER,80,6,1,0,0,1,0,0,7,3,1
192.168.10.50,192.168.10.3,OTHER,6,18,0,0,2,0,8,7,3,1
192.168.10.15,OTHER,80,6,18,0,1,2,0,2,7,3,1
192.168.10.19,OTHER,443,6,15,1,1,4,0,3,7,4,1
192.168.10.5,OTHER,443,6,18,0,1,1,0,4,7,3,1
OTHER,192.168.10.51,OTHER,6,2,0,0,0,0,0,7,3,1
192.168.10.25,OTHER,443,6,6,0,0,1,0,6,7,3,1
192.168.10.25,OTHER,80,6,5,0,0,0,0,0,7,3,1
192.168.10.9,OTHER,443,6,19,0,0,0,0,12,7,3,1
192.168.10.8,192.168.10.3,53,17,14,0,0,0,0,10,7,3,1
192.168.10.51,OTHER,443,6,13,0,1,3,0,1,7,4,1
192.168.10.51,OTHER,443,6,18,0,0,1,0,7,7,3,1
192.168.10.5,OTHER,443,6,7,0,0,0,0,7,7,3,1
192.168.10.14,OTHER,443,6,15,1,1,4,0,2,7,3,1
192.168.10.14,OTHER,80,6,15,1,2,2,1,2,7,4,1
192.168.10.51,172.16.0.1,443,6,1,0,0,2,0,0,7,3,1
192.168.10.16,OTHER,443,6,17,1,1,6,0,1,7,4,1
192.168.10.14,OTHER,443,6,19,2,2,4,1,2,7,5,1
192.168.10.9,OTHER,443,6,8,0,0,0,0,9,7,3,1
192.168.10.12,OTHER,443,6,16,0,0,1,0,9,7,3,1
192.168.10.12,OTHER,443,6,13,0,0,1,0,2,7,3,1
192.168.10.5,OTHER,443,6,19,1,1,4,1,3,7,4,1
192.168.10.14,OTHER,80,6,17,0,0,0,0,4,7,3,1
192.168.10.9,OTHER,80,6,10,0,0,2,0,4,7,3,1
192.168.10.25,OTHER,443,6,8,0,0,5,0,4,7,3,1
192.168.10.50,172.16.0.1,OTHER,6,0,0,0,2,0,1,7,3,1
192.168.10.14,OTHER,443,6,3,0,0,1,0,0,7,3,1
192.168.10.17,OTHER,443,6,11,0,1,5,0,4,7,3,1
192.168.10.12,OTHER,80,6,19,1,1,0,0,2,7,3,1
192.168.10.51,172.16.0.1,443,6,5,0,0,0,0,0,7,3,1
192.168.10.15,OTHER,443,6,17,2,2,4,1,1,7,4,1
192.168.10.15,OTHER,443,6,10,2,3,7,2,1,8,5,1
192.168.10.14,OTHER,80,6,2,0,0,0,0,1,7,3,1
192.168.10.25,OTHER,80,6,2,0,0,1,0,2,7,3,1
192.168.10.9,OTHER,443,6,18,0,0,0,0,12,7,3,1
192.168.10.17,OTHER,80,6,18,1,1,4,1,1,7,4,1
192.168.10.9,OTHER,80,6,6,0,1,1,0,1,7,3,1
192.168.10.9,OTHER,443,6,12,0,1,4,0,4,7,3,1
192.168.10.25,192.168.10.3,OTHER,6,18,0,0,3,0,8,7,3,1
192.168.10.15,OTHER,443,6,10,0,0,4,0,7,7,3,1
192.168.10.51,OTHER,80,6,4,0,0,6,0,1,7,3,1
192.168.10.17,OTHER,443,6,9,0,0,1,0,3,7,3,1
192.168.10.16,OTHER,443,6,19,0,0,8,0,3,7,3,1
192.168.10.8,OTHER,443,6,1,0,0,0,0,2,7,3,1
192.168.10.12,OTHER,443,6,19,1,1,3,1,4,7,4,1
192.168.10.19,OTHER,80,6,19,0,0,4,0,4,7,3,1
192.168.10.12,OTHER,443,6,1,0,0,1,0,0,7,3,1
192.168.10.5,OTHER,443,6,17,1,1,6,0,1,7,4,1
192.168.10.51,OTHER,443,6,5,0,0,3,0,1,7,3,1
192.168.10.12,OTHER,80,6,17,0,0,4,0,4,7,3,1
192.168.10.25,OTHER,443,6,9,1,1,6,0,1,7,4,1
192.168.10.50,192.168.10.3,53,17,17,0,0,0,0,14,7,3,1
192.168.10.25,OTHER,443,6,6,0,0,3,0,2,7,3,1
192.168.10.12,192.168.10.3,OTHER,0,5,0,0,0,0,7,7,3,1
192.168.10.19,OTHER,80,6,3,1,1,1,0,0,7,4,1
192.168.10.15,OTHER,80,6,19,1,2,13,1,0,7,4,1
192.168.10.16,OTHER,443,6,15,0,0,3,0,3,7,3,1
192.168.10.15,OTHER,443,6,11,0,0,3,0,3,7,3,1
192.168.10.12,OTHER,443,6,4,0,0,1,0,1,7,3,1
192.168.10.12,OTHER,443,6,10,0,0,3,0,3,7,3,1
192.168.10.9,OTHER,80,6,12,1,1,3,0,1,7,3,1
192.168.10.5,OTHER,443,6,15,0,0,1,0,7,7,3,1
192.168.10.16,OTHER,80,6,19,0,1,3,0,2,7,3,1
192.168.10.17,192.168.10.3,53,17,1,0,0,0,0,1,7,3,1
192.168.10.14,OTHER,80,6,13,0,0,0,0,8,7,3,1
192.168.10.8,OTHER,80,6,0,0,0,2,0,0,7,3,1
192.168.10.25,OTHER,80,6,5,0,0,3,0,2,7,3,1
OTHER,192.168.10.8,OTHER,6,0,0,0,3,0,0,7,3,1
192.168.10.8,OTHER,443,6,16,0,0,1,0,2,7,3,1
192.168.10.17,OTHER,443,6,19,0,0,3,0,7,7,3,1
192.168.10.8,OTHER,443,6,9,0,1,4,0,3,7,3,1
192.168.10.51,OTHER,443,6,12,0,0,2,0,4,7,3,1
192.168.10.9,OTHER,443,6,12,1,1,3,1,2,7,4,1
192.168.10.14,OTHER,80,6,8,0,0,0,0,7,7,3,1
192.168.10.51,OTHER,443,6,5,0,0,2,0,3,7,3,1
192.168.10.16,OTHER,443,6,19,0,0,1,0,8,7,3,1
192.168.10.5,OTHER,443,6,3,0,0,5,0,2,7,3,1
192.168.10.15,OTHER,443,6,11,0,0,2,0,7,7,3,1
192.168.10.12,OTHER,OTHER,17,2,1,0,4,0,0,7,3,1
192.168.10.51,OTHER,443,6,18,0,0,1,0,4,7,3,1
192.168.10.12,OTHER,80,6,7,0,0,2,0,3,7,3,1
192.168.10.16,OTHER,443,6,3,0,0,0,0,5,7,3,1
192.168.10.15,OTHER,443,6,14,1,1,11,0,1,7,4,1
192.168.10.19,OTHER,443,6,17,0,0,2,0,2,7,3,1
192.168.10.16,OTHER,443,6,19,1,2,4,1,2,7,5,1
192.168.10.12,OTHER,443,6,8,0,0,2,0,2,7,3,1
192.168.10.25,OTHER,80,6,17,0,0,0,0,7,7,3,1
192.168.10.12,OTHER,443,6,14,0,0,2,0,5,7,3,1
192.168.10.14,OTHER,80,6,3,0,1,3,0,0,7,3,1
192.168.10.15,OTHER,443,6,15,0,0,2,0,5,7,3,1
192.168.10.9,OTHER,443,6,1,0,1,1,0,0,7,3,1
192.168.10.14,OTHER,80,6,2,0,1,2,0,0,7,3,1
192.168.10.17,192.168.10.50,OTHER,6,0,0,0,2,0,0,7,3,1
192.168.10.50,192.168.10.3,OTHER,0,15,0,0,0,0,9,7,3,1
192.168.10.50,172.16.0.1,OTHER,6,16,0,0,0,0,7,7,3,1
192.168.10.51,OTHER,443,6,19,0,0,1,0,2,7,3,1
192.168.10.15,OTHER,80,6,5,0,0,4,0,3,7,3,1
192.168.10.9,OTHER,443,6,19,0,0,2,0,11,7,3,1
192.168.10.50,192.168.10.3,OTHER,6,17,0,0,5,0,3,7,3,1
192.168.10.15,OTHER,80,6,7,0,0,0,0,3,7,3,1
192.168.10.8,OTHER,443,6,16,0,0,2,0,6,7,3,1
192.168.10.12,OTHER,80,6,18,1,1,3,0,2,7,4,1
192.168.10.19,OTHER,443,6,6,0,0,1,0,1,7,3,1
192.168.10.5,OTHER,443,6,6,0,1,2,0,1,7,3,1
192.168.10.14,192.168.10.3,OTHER,6,9,0,0,5,0,4,7,3,1
192.168.10.5,OTHER,443,6,14,0,0,0,0,7,7,3,1
192.168.10.9,OTHER,80,6,15,0,0,2,0,4,7,3,1
192.168.10.14,OTHER,443,6,17,0,0,1,0,5,7,3,1
192.168.10.16,OTHER,443,6,5,0,0,0,0,8,7,3,1
192.168.10.8,OTHER,443,6,16,0,0,1,0,8,7,3,1
192.168.10.15,OTHER,443,6,7,0,0,2,0,2,7,3,1
192.168.10.14,OTHER,80,6,19,0,1,4,0,2,7,3,1
192.168.10.19,192.168.10.3,OTHER,17,0,0,0,0,0,0,7,3,1
OTHER,192.168.10.3,OTHER,6,0,0,0,0,0,0,7,3,1
192.168.10.14,OTHER,443,6,19,1,1,2,0,4,7,3,1
192.168.10.50,OTHER,OTHER,17,19,0,0,2,0,6,7,3,1
192.168.10.5,OTHER,443,6,17,0,0,6,0,9,7,3,1
192.168.10.19,OTHER,80,6,12,0,0,2,0,1,7,3,1
192.168.10.12,OTHER,443,6,17,1,1,4,1,1,7,4,1
192.168.10.25,OTHER,80,6,8,0,0,1,0,5,7,3,1
OTHER,192.168.10.12,OTHER,6,3,0,0,0,0,0,7,3,1
172.16.0.1,192.168.10.50,80,6,2,0,0,0,0,3,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,0,0,0,0,0,0,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,1,0,0,0,0,1,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,2,0,0,0,0,1,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,3,0,0,0,0,1,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,2,0,0,1,0,0,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,3,0,0,1,0,0,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,3,0,0,2,0,0,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,4,0,0,2,0,1,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,3,0,0,2,0,1,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,4,0,0,2,0,0,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,1,0,0,2,0,0,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,3,0,0,1,0,1,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,1,0,0,1,0,0,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,19,0,0,1,0,10,7,3,-1
172.16.0.1,192.168.10.50,OTHER,6,5,0,0,2,0,1,7,3,-1
172.16.0.1,192.168.10.50,80,6,2,0,0,1,0,1,7,3,-1
